state,stateAbbr,population,index,violent,murder,rape,robbery,aggrate,property,burglary,larceny,gta
Alabama,AL,3916000,4898.7,470.5,11.9,26.1,126.5,306.1,4428.3,1450.7,2693.3,284.2
Alaska,AK,412000,6594.9,615.8,14.6,102.2,114.6,384.5,5979.1,1329.9,3958.7,690.5
Arizona,AZ,2793000,7613.9,575.8,8.1,38.1,177.6,352,7038.1,2064.3,4563.9,410
Arkansas,AR,2294000,3796.5,310.3,9.1,25.2,77.4,198.6,3486.1,1078.1,2221.4,186.6
California,CA,24159000,7590.5,863,13,56.2,388.2,405.6,6727.5,2238.5,3816.1,672.9
Colorado,CO,2963000,7353.2,531.7,8.1,45.6,159.5,318.5,6821.4,2031.6,4375.9,413.9
Connecticut,CT,3132000,5837.3,448.1,5.4,21.9,246.1,174.6,5389.2,1691.9,3094.7,602.6
Delaware,DE,598000,6689.3,509,6.7,28.4,141.1,332.8,6180.3,1609.9,4140.3,430.1
District Of Columbia,DC,636000,10677.7,2274.8,35.1,65.1,1635.1,539.6,8402.8,2646.5,5164.3,592
Florida,FL,10166000,8032.5,965.1,15,56.1,348.9,545,7067.4,2375.9,4241.8,449.7
Georgia,GA,5569000,5628.5,548.2,17.2,42.4,196.4,292.1,5080.4,1672.1,3073.6,334.6
Hawaii,HI,979000,6543.4,247.6,4.8,34.7,148.4,59.7,6295.8,1708.5,4157.2,430.1
Idaho,ID,959000,4530.8,283.3,4.5,20.6,37.7,220.4,4247.4,1173.6,2859.5,214.3
Illinois,IL,11455000,6115.7,792.5,10.5,32.4,373.2,376.3,5323.2,1511.5,3201.2,610.5
Indiana,IN,5466000,4539.8,341.6,7.1,29.6,129,176,4198.2,1168.8,2690,339.3
Iowa,IA,2897000,4716.5,204.2,2.6,13.4,53.6,134.5,4512.4,1067.5,3221.7,223.2
Kansas,KS,2381000,5404.3,369.4,6.3,30.8,109.7,222.6,5034.9,1544.2,3235.6,255.1
Kentucky,KY,3661000,3531.5,289.5,8.4,20.9,100.7,159.5,3242,1062.4,1944.7,235
Louisiana,LA,4305000,5267.7,638.3,15.6,41.4,202,379.2,4629.4,1434.5,2832.9,362
